Date,MXWD Index,SPX Index,MXEU Index,MXJP Index,MXEA Index,MXEF Index,LEGATRUU Index,IBOXIG Index,IBOXHY Index,JPEICORE Index,SPGSCITR Index,LT01TRUU Index,GOLDLNPM Index
2018-02-28,796.1241,3852.931,225.5447,1409.2544,3452.3482,1888.072,486.1554,273.2947,267.8392,538.995,2555.823,256.18,1317.85
2018-03-30,779.603,3755.0219,221.1932,1377.8991,3394.0476,1853.4385,491.33,274.21,266.3458,540.673,2612.603,256.69,1323.85
2018-04-30,787.4116,3769.4254,231.7021,1427.167,3474.3971,1845.4757,483.4603,270.8782,268.403,531.573,2744.202,256.24,1313.2
2018-05-31,788.8769,3860.183,232.2194,1402.1791,3398.3492,1780.4717,479.7931,272.4451,268.8915,526.135,2783.918,257.19,1305.35
2018-06-29,784.9233,3883.944,230.6919,1393.8564,3357.9418,1707.6064,477.6598,270.4323,270.034,518.836,2821.646,257.22,1250.45
2018-07-31,808.8504,4028.4868,237.9088,1414.2691,3440.9865,1746.4727,476.8624,273.582,273.2745,533.232,2722.02,257.18,1220.95
2018-08-31,815.5477,4159.7475,232.6013,1404.078,3374.9233,1699.5141,477.3626,274.4339,275.3044,522.427,2751.35,258.03,1202.45
2018-09-28,819.4273,4183.4239,233.7975,1484.3581,3405.3696,1690.9931,473.2476,273.5146,276.7841,531.809,2859.443,257.71,1187.25
2018-10-31,758.1916,3897.4774,221.4051,1349.8763,3134.444,1543.8438,467.9611,268.415,272.3172,518.867,2692.356,258.08,1214.95
2018-11-30,769.6267,3976.89,219.5486,1363.2557,3130.7505,1607.5245,469.4245,267.5309,271.0024,516.029,2388.633,259.01,1217.55
2018-12-31,715.7483,3617.6509,207.4555,1229.6239,2979.5977,1566.0821,478.9153,272.1076,265.1442,523.255,2203.469,261.1,1279
2019-01-31,772.4857,3907.549,220.3617,1294.1168,3176.0242,1703.1917,486.2068,280.7506,277.8147,548.481,2401.535,261.8,1323.25
2019-02-28,793.4837,4033.0124,229.5533,1323.3556,3257.3363,1706.8419,483.4082,280.7624,282.3163,553.966,2493.114,262.05,1319.15
2019-03-29,803.9898,4111.3831,234.4585,1326.0165,3281.7667,1721.5928,489.4602,289.0215,285.0206,562.106,2533.233,263.69,1295.4
2019-04-30,831.4924,4277.85,243.5943,1352.7135,3376.4606,1758.1186,488.0109,290.7884,288.6912,563.032,2605.409,264.22,1282.3
2019-05-31,782.7612,4005.9975,231.9581,1266.1375,3217.6914,1630.9409,494.6193,295.1414,284.6834,565.28,2391.415,266.17,1295.55
2019-06-28,834.3806,4288.3288,242.3249,1303.7158,3409.7919,1734.0188,505.5858,304.5995,291.915,585.875,2497.365,267.55,1409
2019-07-31,837.1118,4349.9638,243.1116,1315.6728,3367.0637,1713.9508,504.1809,306.2224,293.616,593.343,2492.076,267.25,1427.55
2019-08-30,817.6334,4281.06,239.6639,1273.2643,3280.2887,1630.7456,514.4333,317.5299,294.9016,598.394,2351.951,269.42,1528.4
2019-09-30,835.191,4361.1618,248.6836,1350.9864,3375.7616,1662.3648,509.2007,314.8123,295.7834,595,2393.09,269.11,1485.3
2019-10-31,858.2448,4455.6128,250.8297,1416.8904,3497.1795,1732.5779,512.5915,316.7934,296.9489,597.104,2422.876,270.01,1510.95
2019-11-29,879.5685,4617.3511,257.6529,1443.2974,3537.106,1730.2737,508.7047,318.0145,298.1801,594.483,2422.573,269.9,1460.15
2019-12-31,910.8833,4756.4028,262.9973,1462.5712,3652.7484,1860.1927,511.6712,319.0881,303.9883,607.455,2591.861,270.48,1514.75
2020-01-31,901.066,4754.3129,259.7561,1438.83,3576.9887,1773.4815,518.2026,327.5415,302.9781,617.257,2311.294,271.97,1584.2
2020-02-28,828.5463,4362.9314,237.6329,1301.0152,3252.78,1680.1357,521.688,331.75,297.9615,610.71,2117.394,274.41,1609.85
2020-03-31,717.1504,3824.0569,203.7064,1211.0747,2821.3376,1421.7322,509.9988,308.7628,267.5252,524.291,1494.343,277.94,1608.95
2020-04-30,794.4658,4314.2776,216.6419,1264.3841,3007.7112,1552.1715,520.0118,326.0049,277.0265,537.266,1349.817,278.31,1702.75
2020-05-29,829.4669,4519.7663,223.2006,1349.3317,3140.1809,1564.3702,522.2931,331.642,288.6956,571.893,1570.824,278.53,1728.7
2020-06-30,856.343,4609.6255,230.2007,1350.9994,3248.5434,1680.041,526.9333,338.618,288.2567,591.788,1650.79,278.62,1768.1
2020-07-31,901.9715,4869.525,227.1507,1303.1336,3325.2576,1831.4378,543.739,350.7682,302.0731,615.446,1713.464,278.88,1964.9
2020-08-31,957.525,5219.559,233.867,1406.7722,3496.72,1872.3822,542.91,344.2485,304.3347,617.778,1792.028,278.83,1957.35
2020-09-30,927.0297,5021.206,230.6152,1416.1398,3407.8044,1842.5979,540.9572,343.1165,300.5307,605.491,1726.81,278.9,1886.9
2020-10-30,904.7126,4887.673,219.0828,1380.234,3271.9256,1880.8248,541.4746,342.2133,301.567,605.476,1665.082,278.78,1881.85
2020-11-30,1016.5351,5422.6869,249.6581,1548.5051,3779.1467,2054.8746,551.3198,353.6747,312.8995,630.278,1865.567,278.88,1762.55
2020-12-31,1064.2741,5630.9492,255.6437,1596.9112,3955.8516,2209.2348,558.7254,355.1305,318.1657,642.518,1976.955,279.02,1887.6
2021-01-29,1059.5617,5573.6406,253.7789,1603.1557,3914.2918,2275.1783,553.8047,349.0504,318.8919,633.771,2074.698,279.11,1863.8
2021-02-26,1084.4091,5727.3378,260.2712,1656.079,4002.5313,2292.6193,544.272,339.9535,319.0898,615.142,2294.251,278.95,1742.85
2021-03-31,1113.9924,5978.1222,277.3683,1739.2741,4099.1064,2258.5528,533.802,335.6855,320.3309,608.586,2244.832,278.88,1691.05
2021-04-30,1163.1038,6297.1633,283.3978,1694.2493,4225.1695,2315.0593,540.5455,339.2917,323.4912,623.178,2429.595,278.99,1767.65
2021-05-31,1181.7149,6341.1273,290.9977,1720.8401,4365.5575,2369.1188,545.6221,342.6255,324.2103,630.43,2490.862,279.25,1899.95
2021-06-30,1197.7016,6489.141,296.0444,1741.3189,4317.8628,2374.1055,540.8085,349.4897,327.8421,635.884,2597.793,278.77,1763.15
2021-07-30,1206.2857,6643.2787,301.6151,1700.0311,4351.0555,2215.1757,548.0067,354.6017,328.4566,638.717,2638.689,279.25,1825.75
2021-08-31,1236.8183,6845.2781,307.5832,1753.9634,4428.1007,2273.4628,545.7278,353.399,330.5544,645.51,2577.953,279.23,1814.85
2021-09-30,1186.1123,6526.8093,298.5203,1830.4185,4301.3771,2183.3588,536.0307,348.8138,329.9855,630.696,2733.489,278.95,1742.8
