Date,ST_MACRO,LT_MACRO,EM_MACRO,G7_OECD,KR_CLI,KR_INDUSTRIAL,KR_EXPORT,KR_RETAIL,KR_CONSUMER,RATE_SPREAD,DXY,CVIX,EMBI,FX,VIX,VKOSPI,CDS_PREM,F_NET_BUYING,DM_turbulence,EM_Turbulence,KR_Turbulence,KR_Systemic,GRCI,KRCI,GRCI_STABLE,GRCI_CRISIS,KRCI_STABLE,KRCI_CRISIS,MSCI_ACWI,KOSPI
2018-01-05,0.18,0.15,0.29,100.98,100.7,0.7,8.8,5.41,111,0.52,91.95,6.92,321.07,"1,062.66",9.22,11.92,47.95,"15,552",0.42,1.2,1.13,-1.5,0.27,0.32,1,  ,1,  ,262.5519635,356.4679652
2018-01-12,0.35,0.19,0.28,100.98,100.7,0.7,8.8,5.41,111,0.55,90.97,7.21,318.8,"1,064.90",10.16,11,43.04,"9,390",0.42,1.2,1.13,-1.5,0.28,0.27,1,  ,1,  ,265.8803435,356.3110773
2018-01-19,0.56,0.32,0.29,100.98,100.7,0.7,8.8,5.41,111,0.59,90.57,7.55,318.58,"1,065.90",11.27,12.67,45,"9,754",0.42,1.2,1.13,-1.5,0.3,0.34,1,  ,1,  ,268.9196104,359.7137347
2018-01-26,0.53,0.35,0.28,100.98,100.7,0.7,8.8,5.41,111,0.54,89.07,8.08,314.49,"1,064.01",11.08,12.52,45.76,"7,027",0.42,1.2,1.13,-1.5,0.31,0.34,1,  ,1,  ,274.4570015,367.4925641
2018-02-02,0.56,0.45,0.32,101.01,100.7,-0.5,22.3,1.53,110.3,0.7,89.2,7.98,310.23,"1,079.94",17.31,14.34,49.24,"-10,418",1.19,1.45,1.24,-1.7,0.45,0.44,  ,  ,  ,  ,265.1467239,360.4460715
2018-02-09,0.75,0.68,0.54,101.01,100.7,-0.5,22.3,1.53,110.3,0.78,90.44,8.61,343.36,"1,092.07",29.06,23.73,56.17,"-18,310",1.19,1.45,1.24,-1.7,0.52,0.56,  ,  ,  ,  ,249.9877382,337.378225
2018-02-16,0.61,0.55,0.4,101.01,100.7,-0.5,22.3,1.53,110.3,0.68,89.1,8.46,325.34,"1,063.10",19.46,18.52,52,"-22,472",1.19,1.45,1.24,-1.7,0.48,0.49,  ,  ,  ,  ,261.0109216,345.6651558
2018-02-23,0.49,0.61,0.43,101.01,100.7,-0.5,22.3,1.53,110.3,0.63,89.88,8.05,331.4,"1,078.94",16.49,15.49,51.5,"-26,955",1.19,1.45,1.24,-1.7,0.47,0.48,  ,  ,  ,  ,261.8746487,349.9027845
2018-03-02,0.68,0.73,0.48,101.03,100.8,-1.5,3.1,1.94,108.4,0.62,89.94,8.15,338.23,"1,080.46",19.59,17.39,51.1,"-15,830",7.45,2.51,1.21,-1.12,0.54,0.5,  ,  ,  ,  ,255.6422129,342.8577784
2018-03-09,0.36,0.59,0.38,101.03,100.8,-1.5,3.1,1.94,108.4,0.64,90.09,7.95,330.95,"1,069.82",14.64,14.8,44.39,"-12,021",7.45,2.51,1.21,-1.12,0.49,0.43,  ,  ,  ,  ,262.8526093,351.0347159
2018-03-16,0.5,0.65,0.43,101.03,100.8,-1.5,3.1,1.94,108.4,0.55,90.23,7.61,336.97,"1,066.15",15.8,15.52,45.2,-990,7.45,2.51,1.21,-1.12,0.52,0.46,  ,  ,  ,  ,261.5147486,355.9617826
2018-03-23,0.85,0.77,0.49,101.03,100.8,-1.5,3.1,1.94,108.4,0.56,89.44,7.65,347.8,"1,082.35",24.87,20.21,54.92,"6,460",7.45,2.51,1.21,-1.12,0.56,0.55,  ,  ,  ,  ,250.0459983,344.941696
2018-03-30,0.71,0.75,0.47,101.03,100.6,2.1,3.1,6.83,108.4,0.47,89.97,7.48,343.29,"1,063.63",19.97,17.54,54.92,"-6,101",7.45,2.51,1.21,-1.12,0.55,0.57,  ,  ,  ,  ,253.5828287,349.6751542
2018-04-06,0.51,0.67,0.49,101.02,100.6,2.1,5.5,6.83,108.3,0.51,90.11,7.1,337.76,"1,069.62",21.49,17.35,50.32,"-24,496",3.72,1.62,1.24,-0.46,0.51,0.53,  ,  ,  ,  ,251.9784564,347.3490783
2018-04-13,0.21,0.61,0.51,101.02,100.6,2.1,5.5,6.83,108.3,0.47,89.8,6.98,335.2,"1,069.72",17.41,13.81,49.24,"-19,543",3.72,1.62,1.24,-0.46,0.49,0.49,  ,  ,  ,  ,256.2117233,350.993388
2018-04-20,0.25,0.63,0.52,101.02,100.6,2.1,5.5,6.83,108.3,0.5,90.32,6.92,335.08,"1,067.15",16.88,12.91,47.91,"-23,512",3.72,1.62,1.24,-0.46,0.49,0.46,  ,  ,  ,  ,257.4614317,354.0328658
2018-04-27,0.33,0.65,0.58,101.02,100.6,2.1,5.5,6.83,108.3,0.47,91.54,7.05,346.56,"1,076.70",15.41,14.05,45.71,"-42,549",3.72,1.62,1.24,-0.46,0.52,0.51,  ,  ,  ,  ,256.9040174,356.3304655
2018-05-04,0.45,0.67,0.62,100.98,100.4,-1.6,-2,7.5,107.3,0.45,92.57,7.21,367.52,"1,077.15",14.77,13.31,43.12,"-26,654",2.52,1.51,1.38,-0.05,0.53,0.51,  ,  ,  ,  ,255.8240188,351.8956331
2018-05-11,0.17,0.58,0.68,100.98,100.4,-1.6,-2,7.5,107.3,0.43,92.54,7.02,359.69,"1,069.40",12.65,11.25,40.61,"-20,742",2.52,1.51,1.38,-0.05,0.49,0.43,  ,  ,  ,  ,261.436008,354.2302804
2018-05-18,0.4,0.61,0.73,100.98,100.4,-1.6,-2,7.5,107.3,0.51,93.64,7.14,374.87,"1,077.63",13.42,12.69,40.61,"-31,139",2.52,1.51,1.38,-0.05,0.52,0.49,  ,  ,  ,  ,259.7889514,351.791375
2018-05-25,0.47,0.63,0.69,100.98,100.4,-1.6,-2,7.5,107.3,0.45,94.25,7.21,365.34,"1,077.91",13.22,12.5,44.02,"-23,264",2.52,1.51,1.38,-0.05,0.53,0.49,  ,  ,  ,  ,258.8077431,351.812914
2018-06-01,0.64,0.66,0.65,100.92,100.1,2.6,12.8,5.77,108.2,0.43,94.16,7.22,386.5,"1,074.95",13.46,13.18,43.28,"-20,533",0.99,1.01,1.39,-0.33,0.51,0.52,  ,  ,  ,  ,258.6629545,348.6905168
2018-06-08,0.65,0.68,0.64,100.92,100.1,2.6,12.8,5.77,108.2,0.45,93.54,7.59,386.26,"1,075.88",12.18,12.96,43.56,"-17,349",0.99,1.01,1.39,-0.33,0.5,0.52,  ,  ,  ,  ,262.0008789,350.4947646
2018-06-15,0.49,0.62,0.73,100.92,100.1,2.6,12.8,5.77,108.2,0.37,94.79,7.4,400.3,"1,097.81",11.98,13.65,43.22,"-34,621",0.99,1.01,1.39,-0.33,0.53,0.57,  ,  ,  ,  ,261.1446414,343.6982531
2018-06-22,0.74,0.69,0.76,100.92,100.1,2.6,12.8,5.77,108.2,0.35,94.52,7.41,394.04,"1,107.53",13.77,15.17,45.71,"-38,103",0.99,1.01,1.39,-0.33,0.54,0.61,  ,  ,  ,  ,258.4251421,337.0045659
2018-06-29,0.76,0.71,0.76,100.92,100.1,2.6,12.8,5.77,108.2,0.33,94.47,7.34,407.66,"1,114.67",16.09,16.04,49.68,"-34,338",0.99,1.01,1.39,-0.33,0.57,0.64,  ,  ,  ,  ,255.3404072,333.3474994
2018-07-06,0.31,0.62,0.72,100.85,100.1,2.2,-0.4,4.83,105.6,0.28,93.96,7.24,391.5,"1,115.86",13.37,16.28,49.5,"-31,681",0.77,1.49,1.08,0.47,0.53,0.6,  ,  ,  ,  ,257.8325663,325.7150361
2018-07-13,0.19,0.59,0.71,100.85,100.1,2.2,-0.4,4.83,105.6,0.25,94.68,7.08,385.74,"1,123.36",12.18,13.06,45.56,"-33,625",0.77,1.49,1.08,0.47,0.51,0.54,  ,  ,  ,  ,260.6589751,331.1650907
2018-07-20,0.33,0.61,0.7,100.85,100.1,2.2,-0.4,4.83,105.6,0.3,94.48,7.24,382.41,"1,133.75",12.86,13.93,45.56,"-31,971",0.77,1.49,1.08,0.47,0.52,0.58,  ,  ,  ,  ,261.0481378,328.0539215
2018-07-27,0.26,0.52,0.66,100.85,100.1,2.2,-0.4,4.83,105.6,0.28,94.67,7.1,372.18,"1,118.11",13.03,12.67,45.56,"-18,616",0.77,1.49,1.08,0.47,0.51,0.51,  ,  ,  ,  ,263.5520284,328.8852134
2018-08-03,0.26,0.49,0.69,100.76,100,3.7,6.1,4.32,100.9,0.31,95.16,7.17,382.6,"1,127.70",11.64,12.4,45.56,"-12,077",0.81,1.36,0.94,0.84,0.51,0.5,  ,  ,  ,  ,263.0448543,327.8376564
2018-08-10,0.74,0.59,0.73,100.76,100,3.7,6.1,4.32,100.9,0.27,96.36,7.94,423.23,"1,129.01",13.16,12.14,45.56,"-7,213",0.81,1.36,0.94,0.84,0.61,0.53,  ,  ,  ,  ,261.25914,327.1368848
2018-08-17,0.65,0.58,0.66,100.76,100,3.7,6.1,4.32,100.9,0.25,96.1,7.72,418.56,"1,124.93",12.64,13.79,45.56,"-6,737",0.81,1.36,0.94,0.84,0.59,0.58,  ,  ,  ,  ,260.1597546,322.0152816
2018-08-24,0.44,0.52,0.62,100.76,100,3.7,6.1,4.32,100.9,0.19,95.15,7.68,420.68,"1,118.92",11.99,11.61,40.39,"-4,082",0.81,1.36,0.94,0.84,0.58,0.47,  ,  ,  ,  ,263.5491453,328.630372
2018-08-31,0.6,0.57,0.61,100.65,99.8,3.1,8.7,5.62,99,0.23,95.14,7.61,435.98,"1,113.07",12.86,11.64,40.39,"1,924",0.56,1.31,0.76,0.91,0.57,0.45,  ,  ,  ,  ,265.3269722,332.8822547
2018-09-07,0.55,0.59,0.64,100.65,99.8,3.1,8.7,5.62,99,0.24,95.37,7.87,427.39,"1,122.81",14.88,12.72,40.39,"-8,305",0.56,1.31,0.76,0.91,0.61,0.5,  ,  ,  ,  ,260.4312703,326.9637293
2018-09-14,0.09,0.43,0.7,100.65,99.8,3.1,8.7,5.62,99,0.22,94.93,7.56,406.5,"1,116.83",12.07,10.66,37.84,"-2,789",0.56,1.31,0.76,0.91,0.55,0.41,  ,  ,  ,  ,263.8387223,332.218889
2018-09-21,0.22,0.38,0.65,100.65,99.8,3.1,8.7,5.62,99,0.26,94.22,7.72,391.73,"1,115.68",11.68,11.09,38.8,"18,744",0.56,1.31,0.76,0.91,0.53,0.41,  ,  ,  ,  ,268.1580538,335.2169757
2018-09-28,0.36,0.41,0.61,100.65,99.8,3.1,8.7,5.62,99,0.24,95.13,7.58,384.15,"1,109.30",12.12,11.24,38.36,"15,970",0.56,1.31,0.76,0.91,0.54,0.4,  ,  ,  ,  ,266.6001106,336.3557494
2018-10-05,0.55,0.49,0.65,100.5,100,3.9,-8.1,5.63,100.1,0.35,95.62,7.65,395.74,"1,130.50",14.82,13.06,38.6,"7,156",0.57,1.58,0.93,0.86,0.63,0.56,  ,,  ,  ,261.8034641,325.5102942
2018-10-12,0.58,0.54,0.65,100.5,100,3.9,-8.1,5.63,100.1,0.31,95.22,7.61,399.99,"1,131.27",21.31,17.18,39.81,"-2,597",0.57,1.58,0.93,0.86,0.66,0.62,  ,1,  ,  ,251.7666257,310.3411176
2018-10-19,0.58,0.53,0.64,100.5,100,3.9,-8.1,5.63,100.1,0.29,95.71,7.51,401.07,"1,132.09",19.89,15.96,39.82,"-7,573",0.57,1.58,0.93,0.86,0.66,0.61,  ,1,  ,  ,251.4482831,309.5386604
2018-10-26,0.91,0.63,0.7,100.5,100,3.9,-8.1,5.63,100.1,0.27,96.36,7.9,412.65,"1,141.85",24.16,22.42,39.82,"-21,884",0.57,1.58,0.93,0.86,0.7,0.65,  ,1,  ,1,241.8349735,291.0045697
2018-11-02,0.43,0.57,0.68,100.32,99.9,0.9,22.5,0.46,99.3,0.31,96.54,7.64,395.31,"1,121.97",19.51,18.11,40.62,"-20,387",3.01,2.42,1.61,2.65,0.74,0.7,  ,1,  ,1,249.4558085,300.8882548
2018-11-09,0.42,0.54,0.66,100.32,99.9,0.9,22.5,0.46,99.3,0.26,96.91,7.71,400.76,"1,128.13",17.36,15.79,40.16,"-19,648",3.01,2.42,1.61,2.65,0.76,0.7,  ,1,  ,1,251.903792,299.465647
2018-11-16,0.79,0.67,0.64,100.32,99.9,0.9,22.5,0.46,99.3,0.26,96.47,8.3,419.42,"1,128.60",18.14,18.15,40.72,"-21,120",3.01,2.42,1.61,2.65,0.78,0.73,  ,1,  ,1,248.9527769,300.3716243
2018-11-23,0.81,0.69,0.64,100.32,99.9,0.9,22.5,0.46,99.3,0.23,96.92,8.34,433.27,"1,130.45",21.52,18.48,40.72,"-33,694",3.01,2.42,1.61,2.65,0.81,0.74,  ,1,  ,1,242.3739621,295.3621021
2018-11-30,0.55,0.67,0.64,100.13,99.9,0.9,3.6,0.46,95.7,0.2,97.27,8.31,429.15,"1,120.75",18.07,18.57,40.72,"-39,427",2.48,1.71,1.12,2.24,0.8,0.68,  ,1,  ,1,250.4171328,301.0157177
2018-12-07,0.75,0.75,0.62,100.13,99.7,2.1,3.6,5.19,95.7,0.14,96.51,8.49,434.16,"1,119.69",23.23,18.15,40.72,"-26,891",2.48,1.71,1.12,2.24,0.81,0.69,  ,1,  ,1,241.849522,297.9866983
2018-12-14,0.47,0.72,0.61,100.13,99.7,2.1,3.6,5.19,95.7,0.16,97.44,7.99,426.08,"1,130.75",21.63,17.65,40.72,"-22,401",2.48,1.71,1.12,2.24,0.81,0.7,  ,1,  ,1,239.1701883,297.0709794
2018-12-21,0.72,0.82,0.63,100.13,99.7,2.1,3.6,5.19,95.7,0.15,96.96,8.37,436.33,"1,122.90",30.11,18.67,40.72,"-41,993",2.48,1.71,1.12,2.24,0.82,0.7,  ,1,  ,1,227.107404,295.9383523
2018-12-28,0.68,0.85,0.65,100.13,99.7,2.1,3.6,5.19,95.7,0.2,96.4,8.73,440.6,"1,115.84",28.34,18.99,39.41,"-33,991",2.48,1.71,1.12,1.91,0.82,0.67,  ,1,  ,1,231.3515077,297.9850853
2019-01-04,0.38,0.79,0.61,99.94,99.5,0.3,-1.7,1.04,96.9,0.17,96.18,8.95,427.45,"1,124.45",21.38,17.96,40.5,"-24,082",5.76,1.24,0.87,1.91,0.78,0.62,  ,1,  ,  ,235.1166394,293.4898529
2019-01-11,0.13,0.72,0.56,99.94,99.5,0.3,-1.7,1.04,96.9,0.16,95.67,8.15,413.88,"1,116.36",18.19,14.67,35.21,"-8,593",5.76,1.24,0.87,1.91,0.75,0.56,  ,1,  ,  ,242.0244679,303.026352
2019-01-18,0.04,0.63,0.52,99.94,99.5,0.3,-1.7,1.04,96.9,0.17,96.34,7.8,396.32,"1,121.83",17.8,14.32,33.97,"6,963",5.76,1.24,0.87,1.91,0.74,0.56,  ,1,  ,  ,247.3131436,310.1380099
2019-01-25,0.15,0.59,0.47,99.94,99.5,0.3,-1.7,1.04,96.9,0.15,95.79,7.49,386.91,"1,121.25",17.42,14.42,34.09,"33,219",5.76,1.24,0.87,1.91,0.7,0.55,  ,1,  ,  ,247.8729109,317.9416467
2019-02-01,0.17,0.51,0.42,99.77,99.2,0.8,-6.2,3.1,97.5,0.18,95.58,7.37,378.62,"1,119.01",16.14,14.86,32.32,"39,224",1.71,1.31,0.96,1.63,0.66,0.56,  ,1,  ,  ,251.5054827,321.6981743
2019-02-08,0.32,0.52,0.47,99.77,99.2,0.8,-6.2,3.1,97.5,0.17,96.64,7.67,391.97,"1,123.75",15.72,14.83,33.21,"33,764",1.71,1.31,0.96,1.63,0.72,0.59,  ,1,  ,  ,250.2030818,317.8423964
2019-02-15,0.32,0.47,0.5,99.77,99.2,0.8,-6.2,3.1,97.5,0.15,96.9,7.56,395.23,"1,128.70",14.91,14.24,32.21,"35,448",1.71,1.31,0.96,1.63,0.71,0.6,  ,1,  ,  ,255.2403907,320.6223624
2019-02-22,0.22,0.4,0.46,99.77,99.2,0.8,-6.2,3.1,97.5,0.16,96.51,7.21,393.45,"1,125.23",13.51,14.2,30.33,"50,244",1.71,1.31,0.96,1.63,0.67,0.59,  ,1,  ,1,258.3993923,325.646107
2019-03-01,0.11,0.3,0.47,99.63,99.6,-0.1,-11.3,4.27,99.6,0.2,96.53,6.67,385.83,"1,124.87",13.57,15.49,28.93,"43,979",0.58,0.85,0.89,1.26,0.58,0.53,  ,1,  ,1,259.39843,320.5275613
2019-03-08,0.59,0.44,0.52,99.63,99.6,-0.1,-11.3,4.27,99.6,0.17,97.31,6.93,404.3,"1,136.20",16.05,15.17,30.37,"34,033",0.58,0.85,0.89,1.26,0.65,0.59,  ,1,  ,1,254.0682962,312.0597365
2019-03-15,0.28,0.3,0.44,99.63,99.6,-0.1,-11.3,4.27,99.6,0.15,96.6,6.44,393.34,"1,137.14",12.88,13.6,29.34,"43,186",0.58,0.85,0.89,1.26,0.59,0.55,  ,1,  ,1,261.2692808,317.7056032
2019-03-22,0.71,0.43,0.48,99.63,99.6,-0.1,-11.3,4.27,99.6,0.12,96.65,7.02,404.12,"1,130.16",16.48,13.1,30.56,"48,247",0.58,0.85,0.89,1.26,0.65,0.54,  ,1,  ,1,259.8970871,319.2882406
2019-03-29,0.69,0.46,0.48,99.63,99.5,-3.9,-11.3,-1.87,99.6,0.14,97.28,6.93,405.44,"1,135.18",13.71,14.29,32.1,"46,714",0.58,0.85,0.89,1.26,0.64,0.6,  ,1,  ,1,261.650987,313.106545
2019-04-05,0.25,0.28,0.45,99.52,99.5,-3.9,-8.4,-1.87,99.8,0.16,97.4,6.45,397.29,"1,136.13",12.82,13.59,32.1,"54,704",0.78,0.9,0.73,1.14,0.63,0.54,  ,1,  ,  ,267.1737635,323.1901012
2019-04-12,0.3,0.24,0.46,99.52,99.5,-3.9,-8.4,-1.87,99.8,0.17,96.97,5.53,401.15,"1,139.51",12.01,12.41,32.85,"56,106",0.78,0.9,0.73,1.14,0.61,0.52,  ,1,  ,  ,268.482693,326.6772699
2019-04-19,0.3,0.29,0.46,99.52,99.5,-3.9,-8.4,-1.87,99.8,0.18,97.38,5.44,403.63,"1,136.85",12.09,12.45,32.85,"51,950",0.78,0.9,0.73,1.14,0.62,0.52,  ,1,  ,  ,268.7887406,324.1468634
2019-04-26,0.59,0.33,0.49,99.52,99.5,-3.9,-8.4,-1.87,99.8,0.22,98.01,5.91,415.98,"1,160.86",12.73,12.98,32.01,"35,556",0.78,0.9,0.73,1.14,0.64,0.56,  ,1,  ,  ,269.9614648,318.7585476
2019-05-03,0.45,0.26,0.48,99.41,99.5,-1,-2.1,2.38,101.7,0.19,97.52,5.84,407.5,"1,169.85",12.87,13.54,32.08,"27,708",0.25,0.59,0.69,0.96,0.54,0.53,  ,1,  ,  ,270.7128474,321.2465509
2019-05-10,0.71,0.44,0.53,99.41,99.5,-1,-2.1,2.38,101.7,0.2,97.33,6.05,416.92,"1,177.38",16.04,18.53,34.81,"26,731",0.25,0.59,0.69,0.96,0.57,0.59,  ,1,  ,  ,263.9122268,308.3342049
2019-05-17,0.71,0.48,0.57,99.41,99.5,-1,-2.1,2.38,101.7,0.19,98,6.2,422.22,"1,195.55",15.96,16.03,34.87,"17,237",0.25,0.59,0.69,0.96,0.58,0.59,  ,1,  ,  ,262.0467446,300.6934549
2019-05-24,0.8,0.57,0.58,99.41,99.5,-1,-2.1,2.38,101.7,0.16,97.61,6.14,426.2,"1,188.22",15.85,16.66,35.35,"9,449",0.25,0.59,0.69,0.96,0.59,0.59,  ,1,  ,  ,259.6184131,299.1592196
2019-05-31,0.8,0.62,0.6,99.31,99.5,-1.3,-9.8,1.36,97.9,0.2,97.75,6.13,441.52,"1,190.91",18.71,17.32,36.29,"4,989",0.89,1.42,0.77,1.09,0.75,0.69,  ,1,  ,  ,254.7634071,298.6370541
2019-06-07,0.55,0.55,0.6,99.31,99.5,-1.3,-9.8,1.36,97.9,0.23,96.54,6.18,423.92,"1,181.38",16.3,15.79,34.29,"7,560",0.89,1.42,0.77,1.09,0.7,0.66,  ,1,  ,  ,264.0331546,303.1113273
2019-06-14,0.38,0.51,0.55,99.31,99.5,-1.3,-9.8,1.36,97.9,0.24,97.57,5.9,412.6,"1,185.18",15.28,14.4,32.97,"5,784",0.89,1.42,0.77,1.09,0.7,0.64,  ,1,  ,  ,264.858837,306.4873429
2019-06-21,0.44,0.42,0.48,99.31,99.5,-1.3,-9.8,1.36,97.9,0.29,96.22,6.06,394.38,"1,163.75",15.4,13.77,33.03,"1,572",0.89,1.42,0.77,1.09,0.65,0.6,  ,1,  ,  ,271.286169,310.9060659
2019-06-28,0.41,0.46,0.5,99.31,99.5,-1.3,-9.8,1.36,97.9,0.25,96.13,6.21,405.91,"1,154.80",15.08,14.43,33.03,"1,011",0.89,1.42,0.77,1.09,0.66,0.62,  ,1,  ,  ,271.5683558,312.4388674
2019-07-05,0.23,0.27,0.45,99.22,99.4,-2.4,-13.8,3.37,97.6,0.17,97.29,6.05,393.78,"1,170.40",13.28,13.16,31.2,"-7,507",0.66,0.67,0.52,0.85,0.6,0.5,  ,1,  ,  ,274.857465,309.5016234
2019-07-12,0.38,0.34,0.48,99.22,99.4,-2.4,-13.8,3.37,97.6,0.28,96.81,5.7,402.45,"1,178.94",12.39,12.81,31.55,"-10,555",0.66,0.67,0.52,0.85,0.56,0.5,  ,1,  ,  ,275.467837,305.9926521
2019-07-19,0.68,0.44,0.46,99.22,99.4,-2.4,-13.8,3.37,97.6,0.24,97.15,6.17,400.08,"1,174.39",14.45,13.11,31.49,"-4,742",0.66,0.67,0.52,0.85,0.6,0.51,  ,1,  ,  ,273.7516835,307.1217895
2019-07-26,0.26,0.25,0.44,99.22,99.4,-2.4,-13.8,3.37,97.6,0.22,98.01,6.29,393.51,"1,184.88",12.16,14.34,29.12,"2,464",0.66,0.67,0.52,0.85,0.58,0.53,  ,1,  ,  ,275.874365,303.0012495
2019-08-02,0.69,0.49,0.49,99.14,99.3,-2.3,-11.1,1.2,95.9,0.13,98.07,7.26,386.25,"1,197.60",17.61,16.01,30.12,"-3,580",0.54,0.72,0.78,0.94,0.67,0.59,  ,1,  ,  ,267.3476158,293.0105336
2019-08-09,0.7,0.56,0.51,99.14,99.3,-2.3,-11.1,1.2,95.9,0.1,97.49,7.79,385.34,"1,210.05",17.97,15.91,31.69,"-1,942",0.54,0.72,0.78,0.94,0.69,0.59,  ,1,  ,  ,265.234114,284.1562718
2019-08-16,0.84,0.78,0.65,99.14,99.3,-2.3,-11.1,1.2,95.9,0.08,98.14,8.03,442.49,"1,211.38",18.47,17.06,31.59,"-3,793",0.54,0.72,0.78,0.94,0.76,0.65,  ,1,  ,  ,262.1850046,282.6049782
2019-08-23,0.67,0.73,0.65,99.14,99.3,-2.3,-11.1,1.2,95.9,0,97.64,7.57,450.4,"1,210.69",19.87,15.55,31.15,"8,756",0.54,0.72,0.78,0.94,0.73,0.64,  ,1,  ,  ,260.8341199,285.703538
2019-08-30,0.41,0.62,0.62,99.14,99.3,-2.3,-11.1,1.2,95.9,-0.01,98.92,7.82,437.09,"1,211.35",18.98,15.75,32.89,"5,093",0.54,0.72,0.78,0.94,0.75,0.65,  ,1,  ,  ,266.1386033,288.5617002
2019-09-06,0.21,0.49,0.56,99.08,99,-0.2,-14,-0.27,92.4,0.02,98.39,6.98,414.95,"1,196.95",15,14.54,29.35,-836,1.78,0.96,0.8,1.44,0.73,0.64,  ,1,  ,  ,271.4571049,294.6239034
2019-09-13,0.14,0.41,0.5,99.08,99,-0.2,-14,-0.27,92.4,0.1,98.26,6.9,406.08,"1,176.82",13.74,13.5,28.33,"-1,615",1.78,0.96,0.8,1.44,0.71,0.59,  ,1,  ,  ,275.1302401,300.5000571
2019-09-20,0.39,0.5,0.53,99.08,99,-0.2,-14,-0.27,92.4,0.04,98.51,6.88,411.44,"1,188.18",15.32,14.08,28.98,"-2,799",1.78,0.96,0.8,1.44,0.73,0.61,  ,1,  ,  ,274.1129424,306.7060013
2019-09-27,0.69,0.6,0.62,99.08,99,-0.2,-14,-0.27,92.4,0.05,99.11,7.12,424.57,"1,199.96",17.22,14.85,28.98,"-13,134",1.78,0.96,0.8,1.44,0.77,0.65,  ,1,  ,  ,271.3718027,301.178499
2019-10-04,0.67,0.6,0.59,99.06,99.3,-2.7,-11.9,4.11,97,0.12,98.81,6.92,408.27,"1,196.56",17.04,16.31,33.98,"-16,489",0.48,0.75,0.74,1.81,0.65,0.6,  ,1,  ,  ,268.906255,296.8825157
2019-10-11,0.4,0.45,0.51,99.06,99.3,-2.7,-11.9,4.11,97,0.14,98.3,6.86,386.42,"1,188.79",15.58,14.84,33.2,"-23,325",0.48,0.75,0.74,1.81,0.6,0.55,  ,1,  ,  ,272.303533,300.3968744
2019-10-18,0.14,0.37,0.52,99.06,99.3,-2.7,-11.9,4.11,97,0.18,97.28,6.47,390.35,"1,181.46",14.25,13.85,31.79,"-30,809",0.48,0.75,0.74,1.81,0.56,0.52,  ,  ,  ,  ,274.4933561,302.7595445
2019-10-25,0.03,0.29,0.49,99.06,99.3,-2.7,-11.9,4.11,97,0.18,97.83,6.14,384.07,"1,172.97",12.65,13.42,29.76,"-35,763",0.48,0.75,0.74,1.81,0.54,0.48,  ,  ,  ,  ,277.9371958,306.7576401
2019-11-01,0.32,0.33,0.51,99.08,99.4,1.4,-15,3,98.6,0.16,97.24,6.26,365.59,"1,165.55",12.3,13.22,28.89,"-31,752",0.55,0.69,0.71,2.32,0.52,0.43,  ,  ,  ,  ,281.6635537,308.5662843
2019-11-08,0.22,0.29,0.48,99.08,99.4,1.4,-15,3,98.6,0.27,98.35,6.17,358.37,"1,157.33",12.07,13.79,26.98,"-16,789",0.55,0.69,0.71,2.32,0.5,0.44,  ,  ,  ,  ,284.1497145,314.0068187
2019-11-15,0.36,0.31,0.49,99.08,99.4,1.4,-15,3,98.6,0.22,98,6.06,364.01,"1,167.14",12.05,13.11,27.49,"-18,071",0.55,0.69,0.71,2.32,0.5,0.43,  ,  ,  ,  ,285.3688678,317.6727201
2019-11-22,0.38,0.32,0.49,99.08,99.4,1.4,-15,3,98.6,0.14,98.27,5.86,360.9,"1,179.07",12.34,13.88,28.13,"-28,261",0.55,0.69,0.71,2.32,0.53,0.46,  ,  ,  ,  ,284.4574523,308.8250476
2019-11-29,0.28,0.3,0.48,99.08,99.4,1.4,-15,3,98.6,0.16,98.27,5.57,339.61,"1,181.46",12.62,13.96,27.24,"-44,696",0.55,0.69,0.71,2.32,0.51,0.45,  ,  ,  ,  ,286.3298276,306.7685519
2019-12-06,0.45,0.35,0.49,99.12,99.8,-1,-14.5,1.94,101,0.22,97.7,5.75,334.1,"1,189.79",13.62,13.91,26.46,"-53,655",0.22,0.62,0.76,1.89,0.42,0.41,  ,  ,  ,  ,287.1771172,305.8708613
2019-12-13,0.26,0.28,0.48,99.12,99.8,-1,-14.5,1.94,101,0.22,97.17,5.58,320.65,"1,171.90",12.63,13.12,24.18,"-38,083",0.22,0.62,0.76,1.89,0.38,0.35,1,  ,1,  ,291.0645023,318.8590103
2019-12-20,0.27,0.27,0.32,99.12,99.8,-1,-14.5,1.94,101,0.29,97.69,5.39,306.42,"1,160.35",12.51,13.08,24.18,"-23,095",0.22,0.62,0.76,1.89,0.36,0.33,1,  ,1,  ,295.140719,323.8441153
2019-12-27,0.37,0.32,0.31,99.12,99.8,-1,-14.5,1.94,101,0.29,96.92,5.43,302.4,"1,161.29",13.43,14.13,24.18,"-26,494",0.22,0.62,0.76,1.89,0.35,0.36,1,  ,1,  ,297.3111552,328.6535663
2020-01-03,0.61,0.37,0.47,99.17,100.2,1.4,-5.3,3.7,100.5,0.26,96.84,5.47,313.57,"1,166.93",14.02,15.88,22.87,"-24,473",0.31,0.45,0.79,1.61,0.35,0.36,1,  ,1,  ,297.3847591,324.515968
